"District,C,254","Route,C,254","County,C,254","Postmile,C,254","Descriptn,C,254","Back_pk_h,C,254","Back_pk_m,C,254","Back_AADT,C,254","Ahead_pk_h,C,254","Ahead_pk_m,C,254","Ahead_AADT,C,254","Lat_S_or_W,C,254","Lon_S_or_W,N,19,11","Lat_N_or_E,N,19,11","Lon_N_or_E,N,19,11"
10,99,MER,R34.429,SHANKS ROAD,5300,77000,72400,5500,77000,74500,37.4369487,-120.78351320000,37.43710100000,-120.78315700000
10,99,MER,R36.343,GOLDEN STATE BOULEVARD,5100,64000,61000,5300,64000,62000,37.45707331,-120.80668800000,37.45737281000,-120.80681720000
10,99,MER,R37.302,MERCED/STANISLAUS COUNTY LINE,5300,67000,65000,,,,37.46330237,-120.82242540000,37.46342886000,-120.82215470000
10,99,STA,R0,MERCED/STANISLAUS COUNTY LINE,,,,5300,64000,62000,37.46330237,-120.82242540000,37.46342886000,-120.82215470000
10,99,STA,R1.626,"JCT. RTE. 165 SOUTH, LANDER AVENUE",5300,64000,60000,7300,77000,72000,37.47367844,-120.84880500000,37.47387021000,-120.84869050000
10,99,STA,R3.45,"TURLOCK, WEST MAIN STREET",7300,77000,72000,8200,87000,83000,37.49253725,-120.87008090000,37.49252718000,-120.86977910000
10,99,STA,R4.54,"TURLOCK, FULKERTH ROAD",8200,87000,83000,7700,81000,75000,37.5070933,-120.87783890000,37.50708566000,-120.87753770000
10,99,STA,R5.637,MONTE VISTA AVENUE,7700,81000,75000,7400,74000,69000,37.52170109,-120.88562740000,37.52164356000,-120.88529870000
10,99,STA,R6.75,TAYLOR ROAD,7400,74000,69000,8300,83000,82000,37.53685683,-120.89234060000,37.53694165000,-120.89199450000
10,99,STA,R7.811,KEYES ROAD,8300,83000,82000,9300,118100,113100,37.54786238,-120.90575140000,37.54794300000,-120.90538330000
10,99,STA,R10.04,MITCHELL ROAD,9500,104000,101500,8300,97000,94000,37.5745762,-120.93731860000,37.57468466000,-120.93719610000
10,99,STA,R11.908,"CERES, WHITMORE AVENUE",8300,97000,94000,10400,102000,99000,37.59463325,-120.96052090000,37.59462339000,-120.96025150000
10,99,STA,R13.263,"MODESTO, HATCH ROAD/9TH STREET",8900,115000,110300,10400,112000,109000,37.60927945,-120.97673260000,37.60930339000,-120.97640130000
10,99,STA,R14.473,"MODESTO, CROWS LANDING ROAD",10400,112000,109000,10700,120000,117000,37.61860886,-120.99363190000,37.61887500000,-120.99356500000
10,99,STA,R15.098,"MODESTO, TUOLUMNE BOULEVARD",10700,120000,117000,11000,127000,122000,37.62716876,-120.99697580000,37.62719227000,-120.99668560000
10,99,STA,R15.753,"MODESTO, H STREET",11000,127000,122000,10600,126000,122000,37.63531816,-121.00239860000,37.63543600000,-121.00215200000
10,99,STA,R16.121,"MODESTO, JCT. RTE. 132",10800,128000,124000,10500,140000,133800,37.63916745,-121.00699480000,37.63930868000,-121.00677590000
10,99,STA,R16.825,KANSAS AVENUE,10600,139000,131000,11300,142000,136000,37.64596512,-121.01655780000,37.64596000000,-121.01626500000
10,99,STA,M18.52,"MODESTO, CARPENTER ROAD",11300,142000,136000,11500,142000,137000,37.66592687,-121.03131030000,37.66626250000,-121.03129300000
10,99,STA,R20.222,"MODESTO, BECKWITH ROAD",11500,142000,137000,9800,122000,118000,37.683459,-121.05324260000,37.68363067000,-121.05296650000
10,99,STA,R21.743,"MODESTO, PELANDALE AVENUE",9800,122000,118000,9900,122000,119000,37.70004677,-121.07147840000,37.70005974000,-121.07116020000
10,99,STA,R22.558,"SALIDA, JCT. RTE. 219 EAST",9900,127000,119000,9500,129000,120000,37.70891135,-121.08110830000,37.70907867000,-121.08092900000
10,99,STA,R24.272,HAMMET ROAD,9600,139000,135300,9600,118000,112000,37.72588203,-121.10351090000,37.72602544000,-121.10331280000
10,99,STA,R24.75,STANISLAUS/SAN JOAQUIN COUNTY LINE,9600,118000,112000,,,,37.73032136,-121.11008330000,37.73038018000,-121.10989510000
10,99,SJ,0,STANISLAUS/SAN JOAQUIN COUNTY LINE,,,,9600,118000,112000,37.73032136,-121.11008330000,37.73038018000,-121.10989510000
10,99,SJ,0.888,"RIPON, MAIN STREET",9600,118000,112000,10000,118000,116000,37.73967409,-121.12129900000,37.73979782000,-121.12115340000
10,99,SJ,1.708,MILGEO AVENUE,10000,118000,116000,10100,132000,129000,37.74654508,-121.13334690000,37.74667000000,-121.13323900000
10,99,SJ,2.374,JACKTONE ROAD,9800,118000,114000,9500,119000,114000,37.75294655,-121.14251360000,37.75313300000,-121.14252600000
10,99,SJ,5.822,SOUTH JCT. RTE. 120,9600,118000,107000,7600,91000,83000,37.7853457,-121.18826920000,37.78535700000,-121.18801700000
10,99,SJ,6.654,"MANTECA, NORTH JCT. RTE. 120",7600,91000,83000,6000,72000,66000,37.7973453,-121.19133110000,37.79742407000,-121.19113010000
10,99,SJ,8.829,NORTH MANTECA,6000,72000,66000,6300,74000,70000,37.82127827,-121.21570480000,37.82126500000,-121.21543700000
10,99,SJ,11.468,TURNER STATION/FRENCH CAMP ROAD,5900,74000,70000,5900,72000,69000,37.85966508,-121.21883840000,37.85958921000,-121.21859810000
10,99,SJ,12.526,LITTLE JOHN CREEK,5900,72000,69000,6700,79000,74300,37.87485039,-121.21972040000,37.87485597000,-121.21947820000
10,99,SJ,16.698,"STOCKTON,  MARIPOSA ROAD",6700,78000,73000,7900,93000,87000,37.93381275,-121.23410930000,37.93375995000,-121.23390410000
10,99,SJ,17.216,JCT. RTE. 4 EAST,7900,93000,87000,9400,100000,94000,37.9412407,-121.23504900000,37.94127468000,-121.23483720000
10,99,SJ,18.022,JCT. RTE. 26 WEST,9500,100000,94000,9700,104000,96000,37.95248577,-121.23852390000,37.95260500000,-121.23835600000
10,99,SJ,18.683,JCT. RTE. 4 WEST,9700,114000,105000,8500,108000,95000,37.96178542,-121.24208690000,37.96184386000,-121.24189260000
10,99,SJ,19.29,JCT. RTE. 26 EAST,8500,108000,95000,10100,114000,100000,37.96991214,-121.24589390000,37.96998438000,-121.24573740000
10,99,SJ,20.336,JCT. RTE. 88 NORTHEAST,10000,113000,99000,10700,96000,86000,37.9845567,-121.25022520000,37.98470104000,-121.25005020000
10,99,SJ,20.876,CHEROKEE ROAD,11500,101000,92000,9700,89000,82000,37.9920427,-121.25278720000,37.99225321000,-121.25267480000
10,99,SJ,21.674,WILSON WAY,9700,89000,82000,8700,102000,87000,38.00313485,-121.25754230000,38.00334997000,-121.25710330000
10,99,SJ,22.922,HAMMER LANE,7300,86000,81000,7100,76000,73000,38.0211977,-121.25827520000,38.02121400000,-121.25807850000
10,99,SJ,24.033,MORADA LANE,6200,77000,75000,8200,81000,80000,38.0372767,-121.25849620000,38.03727000000,-121.25828800000
10,99,SJ,29.004,SOUTH LODI,6500,85000,79000,7200,74000,71000,38.1092497,-121.25949820000,38.10902700000,-121.25935000000
10,99,SJ,29.499,"LODI, JCT. RTE. 12 WEST",4850,79000,75000,6100,78000,76000,38.11620673,-121.25800190000,38.11618649000,-121.25779660000
10,99,SJ,30.974,"LODI, JCT. RTE. 12 EAST",6100,78000,76000,5100,79000,76000,38.13752703,-121.25786190000,38.13752042000,-121.25760220000
10,99,SJ,31.578,"LODI, TURNER ROAD",5100,79000,75000,6100,81000,67000,38.14574747,-121.26136750000,38.14576013000,-121.26109010000
10,99,SJ,32.573,WOODBRIDGE ROAD,5200,74000,71000,5200,67000,66000,38.1602187,-121.26186920000,38.16020500000,-121.26163000000
10,99,SJ,33.573,ACAMPO ROAD,5300,68000,66000,5300,68000,66000,38.1747017,-121.26242120000,38.17470205000,-121.26218570000
10,99,SJ,35.597,JAHANT ROAD,5100,67000,66000,5100,67000,65000,38.2040687,-121.26317420000,38.20399300000,-121.26293300000
10,99,SJ,38.783,SAN JOAQUIN/SACRAMENTO COUNTY LINE,6000,78000,73100,,,,38.24567008,-121.28815060000,38.24581900000,-121.28798600000
3,99,SAC,0.123,SAN JOAQUIN/SACRAMENTO COUNTY LINE,,,,6000,78000,73100,38.24567008,-121.28815060000,38.24581900000,-121.28798600000
3,99,SAC,0.33,"GALT, FRONTAGE ROAD",6000,78000,73100,5900,76000,72000,38.24841031,-121.28991410000,38.24851392000,-121.28969580000
3,99,SAC,0.792,"GALT, C STREET",5900,76000,72000,6100,79000,74600,38.25437046,-121.29369140000,38.25449287000,-121.29351330000
3,99,SAC,1.566,"GALT, SIMMERHORN ROAD",6100,79000,74600,5800,75000,72500,38.2643997,-121.30006720000,38.26450000000,-121.29987180000
3,99,SAC,1.88,"GALT, PRINGLE AVENUE",5800,75000,72500,6000,75000,74600,38.26872873,-121.30184850000,38.26882198000,-121.30164460000
3,99,SAC,2.7,WALNUT STREET,6000,75000,74600,5900,75000,73000,38.28022856,-121.30619140000,38.28028302000,-121.30596000000
3,99,SAC,3.525,JCT. RTE. 104 EAST,5900,75000,73000,6300,82000,78800,38.29105193,-121.31236690000,38.29105600000,-121.31211700000
3,99,SAC,4.39,MINGO ROAD,6100,82000,78600,6100,82000,78600,38.30268459,-121.31808250000,38.30266271000,-121.31783370000
3,99,SAC,6.008,ARNO ROAD,6100,82000,78600,5700,83000,78000,38.32503901,-121.32728510000,38.32507400000,-121.32706200000
3,99,SAC,7.363,DILLARD ROAD,5700,83000,78000,6200,86000,82000,38.3434837,-121.33581620000,38.34353700000,-121.33559300000
3,99,SAC,8.96,ESCHINGER ROAD,6200,86000,82000,6200,85000,80900,38.36384448,-121.34940150000,38.36409030000,-121.34896090000
3,99,SAC,10.07,GRANT LINE ROAD,6400,86000,80900,6000,80000,75000,38.37631058,-121.36209360000,38.37642100000,-121.36192000000
3,99,SAC,12.761,ELK GROVE BOULEVARD,6000,80000,75000,8500,116000,109500,38.40906846,-121.38877270000,38.40909269000,-121.38858810000
3,99,SAC,13.838,LAGUNA BOULEVARD/ BOND ROAD,8500,116000,109500,11100,138000,130000,38.42377953,-121.39557240000,38.42379897000,-121.39533560000
3,99,SAC,14.869,SHELDON ROAD,11100,138000,130000,11400,149000,141000,38.43779554,-121.40181750000,38.43783022000,-121.40164680000
3,99,SAC,15.9,CALVINE ROAD,11400,149000,141000,11800,169000,160000,38.45198576,-121.40829410000,38.45195178000,-121.40804490000
3,99,SAC,17.242,"SACRAMENTO, STOCKTON BOULEVARD",11800,167000,160000,10100,144000,138900,38.46968462,-121.41803910000,38.46982742000,-121.41797870000
3,99,SAC,17.656,"SACRAMENTO, MACK ROAD",10200,144000,138900,13800,193000,186300,38.47426928,-121.42296230000,38.47428600000,-121.42270700000
3,99,SAC,19.612,FLORIN ROAD,13800,193000,186300,14000,203000,197300,38.49610443,-121.44605760000,38.49613890000,-121.44592010000
3,99,SAC,20.859,47TH AVENUE,14000,203000,197300,18000,219000,211300,38.51045647,-121.46014360000,38.51046567000,-121.45981270000
3,99,SAC,21.573,MARTIN LUTHER KING JR. BOULEVARD,18000,219000,211300,17200,215000,205200,38.5198897,-121.46509420000,38.52011600000,-121.46495600000
3,99,SAC,21.944,"SACRAMENTO, FRUITRIDGE ROAD",17200,215000,205200,19800,227000,218900,38.5249357,-121.46778420000,38.52492700000,-121.46751200000
3,99,SAC,23.128,"SACRAMENTO, 12TH AVENUE",19800,227000,218900,20800,238000,231700,38.5411687,-121.47392920000,38.54116600000,-121.47369300000
3,99,SAC,R24.351,JCT. RTES. 50/51/5,20800,238000,231700,,,,38.55883754,-121.47364880000,38.55882168000,-121.47338790000
3,99,SAC,R24.351,BREAK IN ROUTE,,,,,,,38.55883754,-121.47364880000,38.55882168000,-121.47338790000
3,99,SAC,R32.124,JCT. RTES. 50/51/5,,,,5800,63000,59800,38.55883754,-121.47364880000,38.55882168000,-121.47338790000
3,99,SAC,33.364,ELKHORN BOULEVARD,5800,63000,59800,4800,51000,47100,38.6855167,-121.54024720000,38.68549043000,-121.54001200000
3,99,SAC,35.37,ELVERTA ROAD,4800,51000,47100,3900,42000,39400,38.71461437,-121.54049900000,38.71460430000,-121.54022280000
3,99,SAC,36.863,SACRAMENTO/SUTTER COUNTY LINE,3900,42000,39400,,,,38.73627362,-121.54054540000,38.73627435000,-121.54028170000
3,99,SUT,0,SACRAMENTO/SUTTER COUNTY LINE,,,,3900,42000,39400,38.73627362,-121.54054540000,38.73627435000,-121.54028170000
3,99,SUT,0.95,RIEGO ROAD,3900,42000,39400,3200,37800,35200,38.75035065,-121.54070940000,38.75035630000,-121.54037670000
3,99,SUT,R8.07,JCT. RTE. 70 NORTH,3000,36500,33800,1450,16800,15800,38.85282743,-121.54460140000,38.85319003000,-121.54448870000
3,99,SUT,11.975,GARDEN HIGHWAY,1400,15900,15200,1400,16000,15500,38.89877908,-121.58414250000,38.89882437000,-121.58400810000
3,99,SUT,13.678,SACRAMENTO AVENUE,1400,16000,15500,1400,16200,15700,38.91641203,-121.60581470000,38.91639727000,-121.60580640000
3,99,SUT,R20.051,JCT. RTE. 113,1450,16800,15700,1750,20200,18700,39.00340571,-121.63143310000,39.00345715000,-121.63126510000
3,99,SUT,25.62,OSWALD ROAD,1750,20200,18700,1800,21700,20300,39.06896647,-121.63348390000,39.06896784000,-121.63335750000
3,99,SUT,26.12,BARRY ROAD,1800,21700,20300,1900,23300,21800,39.0763065,-121.63493890000,39.07628175000,-121.63481720000
3,99,SUT,27.65,BOGUE ROAD,2000,23900,22300,2350,28000,26400,39.0982918,-121.63454280000,39.09830600000,-121.63441500000
3,99,SUT,28.67,"YUBA CITY, LINCOLN ROAD",2400,29000,27000,2800,35000,33300,39.11278204,-121.63473040000,39.11280972000,-121.63461000000
3,99,SUT,29.67,FRANKLIN ROAD,2800,35000,33600,2900,36000,34900,39.1272652,-121.63461060000,39.12725496000,-121.63446320000
3,99,SUT,30.03,"YUBA CITY, BRIDGE STREET",2900,36000,34900,2800,34500,32800,39.13241422,-121.63456190000,39.13240468000,-121.63443780000
3,99,SUT,30.39,"YUBA CITY, ONSTOTT ROAD",2800,34500,32800,2800,34500,32800,39.13835543,-121.63469150000,39.13833783000,-121.63452470000
3,99,SUT,T30.629,"YUBA CITY, JCT. RTE. 20",2800,34500,32800,1950,23100,22400,39.14184207,-121.63465820000,39.14184987000,-121.63445690000
3,99,SUT,R31.311,"YUBA CITY, QUEENS AVENUE",1950,23100,22400,1700,20300,19500,39.15164417,-121.63560450000,39.15163578000,-121.63532490000
3,99,SUT,R33.95,EAGER ROAD,1700,20300,19500,1750,20500,19800,39.18995453,-121.63503660000,39.18989620000,-121.63472230000
3,99,SUT,T35.96,ENCINAL ROAD/LIVE OAK BOULEVARD,1750,20500,19800,1800,21400,20800,39.218006,-121.64158500000,39.21800600000,-121.64158500000
3,99,SUT,40.25,"LIVE OAK, PENNINGTON ROAD",1550,20000,19100,1750,20400,20000,39.27609849,-121.66132680000,39.27608876000,-121.66120630000
3,99,SUT,42.389,SUTTER/BUTTE COUNTY LINE,1650,18100,17300,,,,39.30512794,-121.67264140000,39.30512794000,-121.67264140000
3,99,BUT,0,SUTTER/BUTTE COUNTY LINE,,,,1650,18100,17300,39.30512794,-121.67264140000,39.30512794000,-121.67264140000
3,99,BUT,2.79,LIVE OAK GRIDLEY ROAD,1700,18900,17800,1950,20300,19500,39.34378686,-121.68682080000,39.34378357000,-121.68681920000
3,99,BUT,R3.746,ARCHER AVENUE,1950,20300,19500,2000,21300,20000,39.35774534,-121.68798080000,39.35773127000,-121.68788140000
3,99,BUT,4.121,"GRIDLEY, WILSON STREET",2000,21300,20000,2350,24600,23400,39.36322689,-121.68791040000,39.36322671000,-121.68791040000
3,99,BUT,4.38,"GRIDLEY, SPRUCE STREET",2350,24600,23400,1450,16300,15500,39.36697742,-121.68794410000,39.36697238000,-121.68788000000
3,99,BUT,7.69,BIGGS HIGHWAY,1300,15300,14100,1100,13100,12100,39.41494537,-121.68809420000,39.41494537000,-121.68809420000
3,99,BUT,11.159,JCT. RTE. 162 WEST,1100,12500,11500,1100,12500,11700,39.46520245,-121.68848790000,39.46521076000,-121.68838400000
3,99,BUT,13.161,JCT. RTE. 162 EAST,1100,12500,11700,960,11000,10100,39.49423214,-121.68865590000,39.49422224000,-121.68865580000
3,99,BUT,16.19,NELSON SHIPPEE ROAD,960,11000,10100,960,11000,10100,39.537818,-121.68873300000,39.53781800000,-121.68873300000
3,99,BUT,23.863,PENTZ ROAD,2900,30500,28400,3300,35000,33200,39.6422797,-121.71638720000,39.64226384000,-121.71599210000
3,99,BUT,26.04,NEAL HIGHWAY,3300,35000,33200,3700,40500,37900,39.66578119,-121.74402800000,39.66581008000,-121.74375160000
3,99,BUT,R30.603,"CHICO, SKYWAY OC",3700,40500,37900,5300,58000,54900,39.7148736,-121.80088920000,39.71485067000,-121.80051920000
3,99,BUT,R31.498,EAST 20TH STREET,5300,58000,54900,7200,77000,74300,39.72597162,-121.80934830000,39.72611771000,-121.80910520000
3,99,BUT,R32.445,"CHICO, JCT. RTE. 32 EAST",7200,77000,74300,7800,83000,78900,39.73671472,-121.82012570000,39.73687509000,-121.81991260000
3,99,BUT,R33.282,"CHICO, EAST FIRST AVENUE",7800,83000,78900,6300,68000,63900,39.74512298,-121.83147410000,39.74527689000,-121.83127960000
3,99,BUT,R34.245,"CHICO, COHASSET HIGHWAY",6200,68000,63900,4450,48000,45700,39.75403793,-121.84509470000,39.75426630000,-121.84502750000
3,99,BUT,R34.927,EAST AVENUE,4450,48000,45700,3150,34500,33000,39.75996788,-121.85552350000,39.76010478000,-121.85533270000
3,99,BUT,R36.305,EATON AVENUE,3150,34500,33000,2250,24300,23100,39.77439345,-121.87343380000,39.77453181000,-121.87321990000
3,99,BUT,38.79,WILSON LANDING ROAD,2250,24300,23100,1700,18700,17700,39.79705376,-121.90287260000,39.79705376000,-121.90287260000
3,99,BUT,40.22,KEEFER ROAD,1700,18700,17700,1350,14900,14000,39.8136046,-121.91791730000,39.81360460000,-121.91791730000
3,99,BUT,44.32,BROYLES ROAD,1350,14900,14000,1350,14500,13500,39.86349734,-121.96005970000,39.86349734000,-121.96005970000
3,99,BUT,45.975,BUTTE/TEHAMA COUNTY LINE,1350,14500,13500,,,,39.88356669,-121.97636310000,39.88356669000,-121.97636310000
2,99,TEH,0,BUTTE/TEHAMA COUNTY LINE,,,,1350,14500,13500,39.88356669,-121.97636310000,39.88356669000,-121.97636310000
2,99,TEH,4.491,SOUTH AVENUE,1300,14800,15100,730,7800,7400,39.93180635,-122.03304700000,39.93180635000,-122.03304700000
2,99,TEH,5.42,VINA ROAD,730,7800,7400,740,8000,7600,39.94025838,-122.04633450000,39.94025838000,-122.04633450000
2,99,TEH,11.181,SHERMAN STREET,750,8200,7700,750,8200,7700,40.01214749,-122.09551280000,40.01214749000,-122.09551280000
2,99,TEH,12.308,ARAMAYO WAY,990,11500,10800,870,8600,8300,40.02796603,-122.09993210000,40.02796814000,-122.09985410000
2,99,TEH,19.517,KAUFMAN AVENUE,710,7600,7200,880,10700,9900,40.12773913,-122.12218040000,40.12775201000,-122.12212910000
2,99,TEH,24.943,JCT. RTE. 36,880,10700,9900,,,,40.18569857,-122.18603760000,40.18569857000,-122.18603760000
7,101,LA,S0,"LOS ANGELES, JCT. RTE. 5",,,,9100,139000,136000,34.03458355,-118.22151040000,34.03373466000,-118.22092790000
7,101,LA,S.624,"LOS ANGELES, FOURTH STREET",9100,139000,136000,8000,126000,123000,34.04298287,-118.22114200000,34.04299365000,-118.22099520000
7,101,LA,S.907,"LOS ANGELES, FIRST STREET",8000,126000,123000,7700,124000,122000,34.04735907,-118.22151370000,34.04735933000,-118.22137340000
7,101,LA,S1.329,"LOS ANGELES, JCT. RTE. 10",7700,124000,122000,,,,34.05267629,-118.22683740000,34.05280372000,-118.22672560000
7,101,LA,0,"LOS ANGELES, JCT. RTE. 10",,,,13700,215000,211000,34.05267629,-118.22683740000,34.05280372000,-118.22672560000
7,101,LA,0.387,"LOS ANGELES, VIGNES STREET",13700,215000,211000,13200,212000,208000,34.05351757,-118.23243720000,34.05363181000,-118.23241870000
7,101,LA,0.82,"LOS ANGELES, ALAMEDA/ LOS ANGELES STREET",13200,212000,208000,12500,203000,200000,34.05459657,-118.23873750000,34.05472523000,-118.23868830000
7,101,LA,1.007,"LOS ANGELES, SPRING STREET",12500,203000,200000,13400,220000,217000,34.05624839,-118.24138530000,34.05633481000,-118.24126550000
7,101,LA,1.569,"LOS ANGELES, JCT. RTE. 110",13400,220000,217000,15700,267000,264000,34.06206601,-118.24843740000,34.06239264000,-118.24844090000
7,101,LA,2.483,"LOS ANGELES, GLENDALE BOULEVARD",15700,267000,264000,15300,262000,258000,34.06950513,-118.26089580000,34.06966228000,-118.26086150000
7,101,LA,2.857,"LOS ANGELES, JCT. RTE. 2 NORTHEAST",15300,262000,258000,15900,270000,266000,34.07195218,-118.26693980000,34.07206976000,-118.26680730000
7,101,LA,3.342,"LOS ANGELES, BENTON WAY/RAMPART STREET",15900,270000,266000,15700,264000,260000,34.07508364,-118.27429640000,34.07522752000,-118.27421680000
7,101,LA,3.76,"LOS ANGELES, SILVER LAKE BOULEVARD",15700,264000,260000,14500,260000,254000,34.07699854,-118.28119140000,34.07711937000,-118.28101230000
7,101,LA,4.397,"LOS ANGELES, VERMONT AVENUE",14500,260000,254000,13500,239000,233000,34.07936855,-118.29172120000,34.08020663000,-118.29169300000
7,101,LA,4.851,"LOS ANGELES, MELROSE AVENUE",13500,239000,233000,13000,229000,223000,34.08332157,-118.29847810000,34.08337195000,-118.29815360000
7,101,LA,5.554,"LOS ANGELES, JCT. RTE. 2 WEST",13000,229000,223000,11600,201000,196000,34.0907626,-118.30656440000,34.09081368000,-118.30638090000
7,101,LA,5.812,"LOS ANGELES, WESTERN AVENUE",11600,201000,196000,13000,222000,217000,34.09363699,-118.30924570000,34.09380152000,-118.30918560000
7,101,LA,6.38,"LOS ANGELES, SUNSET/HOLLYWOOD BOULEVARD",13000,222000,217000,11900,200000,196000,34.09985476,-118.31563810000,34.09983698000,-118.31541410000
7,101,LA,6.912,"LOS ANGELES, GOWER STREET/ARGYLE AVENUE",11900,200000,196000,12800,213000,208000,34.10423725,-118.32225200000,34.10440096000,-118.32226360000
7,101,LA,7.459,"LOS ANGELES, CAHUENGA BOULEVARD",12800,213000,208000,14100,231000,226000,34.10779116,-118.33069400000,34.10787228000,-118.33049250000
7,101,LA,7.84,"LOS ANGELES, HIGHLAND AVENUE",14100,231000,226000,17000,279000,269000,34.111612,-118.33549060000,34.11168437000,-118.33525440000
7,101,LA,9.221,"LOS ANGELES, BARHAM BOULEVARD",17000,279000,269000,15900,257000,248000,34.12868184,-118.34708690000,34.12886951000,-118.34691650000
7,101,LA,10.343,"LOS ANGELES, LANKERSHIM/VENTURA BOULEVARD",15900,257000,248000,16000,255000,247000,34.1375622,-118.36287300000,34.13774141000,-118.36273270000
7,101,LA,11.112,"LOS ANGELES, VINELAND AVENUE",16000,255000,247000,15000,244000,237000,34.14665703,-118.37011570000,34.14681713000,-118.36999340000
7,101,LA,11.747R,"LOS ANGELES, JCT. RTES. 134/170, RIGHT ALIGN",7500,122000,119000,8700,139000,137000,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,34.15428927000,-118.37725250000
7,101,LA,11.747L,"LOS ANGELES, JCT. RTES. 134/170, LEFT ALIGN",7500,122000,119000,8700,139000,137000,34.15323487,-118.37756780000,0.00000000000,0.00000000000
7,101,LA,12.852,"LOS ANGELES, LAUREL CANYON BOULEVARD",17400,278000,274000,17500,279000,274000,34.15433688,-118.39628480000,34.15452694000,-118.39630670000
7,101,LA,13.878,"LOS ANGELES, COLDWATER CANYON AVENUE",17500,279000,274000,17900,281000,277000,34.15663483,-118.41362110000,34.15682484000,-118.41363480000
7,101,LA,14.885,"LOS ANGELES, WOODMAN AVENUE",17900,281000,277000,18700,291000,286000,34.15552339,-118.43098060000,34.15571796000,-118.43097610000
7,101,LA,15.908,"LOS ANGELES, VAN NUYS BOULEVARD",18700,291000,286000,19800,305000,300000,34.15677366,-118.44840180000,34.15697681000,-118.44838260000
7,101,LA,17.17R,"LOS ANGELES, JCT. RTE. 405, RIGHT ALIGN",9900,153000,150000,14200,160000,159000,Left Skipped - Input PM on Right Ind. Alignment,0.00000000000,34.16105185000,-118.46960180000
7,101,LA,17.17L,"LOS ANGELES, JCT. RTE. 405, LEFT ALIGN",9900,153000,150000,14200,160000,159000,34.16018114,-118.46976660000,0.00000000000,0.00000000000
7,101,LA,18.607,"LOS ANGELES, HAVENHURST AVENUE",28500,320000,318000,27000,309000,305000,34.16528235,-118.49217900000,34.16548657000,-118.49218370000
7,101,LA,19.217,"LOS ANGELES, BALBOA BOULEVARD",27000,309000,305000,26500,308000,304000,34.17024518,-118.50084130000,34.17049915000,-118.50092170000
7,101,LA,20.225,"LOS ANGELES, WHITE OAK AVENUE",26500,308000,304000,26500,299000,293000,34.17108668,-118.51837950000,34.17127794000,-118.51836440000
7,101,LA,21.252,"LOS ANGELES, RESEDA BOULEVARD",26500,299000,293000,26000,290000,284000,34.17313386,-118.53578790000,34.17330725000,-118.53577500000
7,101,LA,22.254,"LOS ANGELES, TAMPA AVENUE",26000,290000,284000,25500,279000,272000,34.17345552,-118.55322280000,34.17364676000,-118.55323540000
7,101,LA,23.264,"LOS ANGELES, WINNETKA AVENUE",25500,279000,272000,25500,279000,272000,34.1721666,-118.57074970000,34.17237152000,-118.57075770000
7,101,LA,24.311,"LOS ANGELES, DE SOTO AVENUE",24900,269000,262000,24900,264000,256000,34.16792618,-118.58800410000,34.16811791000,-118.58800290000
7,101,LA,24.851,"LOS ANGELES, CANOGA AVENUE",24900,264000,256000,22600,236000,228000,34.1693324,-118.59730240000,34.16952292000,-118.59728500000
7,101,LA,25.337,"LOS ANGELES, JCT. RTE. 27",22600,236000,228000,14400,212000,205000,34.17062547,-118.60562820000,34.17078906000,-118.60562530000
7,101,LA,25.755,"LOS ANGELES, VENTURA BOULEVARD",14400,212000,205000,14500,209000,202000,34.16914657,-118.61225950000,34.16915318000,-118.61256440000
7,101,LA,26.86,"LOS ANGELES, WOODLAKE AVENUE",14500,209000,202000,15200,216000,208000,34.16220721,-118.62966300000,34.16235503000,-118.62973470000
7,101,LA,27.364,"LOS ANGELES, MULHOLLAND DRIVE",15200,216000,208000,14200,200000,193000,34.159261,-118.63768050000,34.15941576000,-118.63773390000
7,101,LA,28.287,"CALABASAS, PARKWAY CALABASAS",14200,200000,193000,13700,190000,182000,34.15328484,-118.65203670000,34.15344563000,-118.65213380000
7,101,LA,31.058,"CALABASAS, LAS VIRGENES CANYON ROAD",13700,190000,182000,12200,173000,162000,34.14828495,-118.69784420000,34.14855619000,-118.69791350000
7,101,LA,31.917,"CALABASAS, LOST HILLS ROAD",12200,173000,162000,12700,177000,166000,34.14078235,-118.70957210000,34.14094034000,-118.70968260000
7,101,LA,32.79,"AGOURA HILLS, LIBERTY CANYON ROAD",12700,177000,166000,13000,178000,168000,34.1380801,-118.72434160000,34.13824472000,-118.72443390000
7,101,LA,33.688,"AGOURA HILLS, CHESEBRO/PALO COMADO CYN RD",13000,178000,168000,12700,172000,162000,34.14302018,-118.73808180000,34.14326617000,-118.73805840000
7,101,LA,35.035,"AGOURA HILLS, KANAN ROAD",12700,172000,162000,12700,167000,160000,34.14593818,-118.76120180000,34.14615265000,-118.76116300000
7,101,LA,36.18,"AGOURA HILLS, REYES ADOBE ROAD",12700,167000,160000,12700,167000,160000,34.14680749,-118.78111250000,34.14702981000,-118.78115600000
7,101,LA,37.536,"WESTLAKE VILLAGE, LINDERO CANYON ROAD",12700,167000,160000,11700,184000,168000,34.14896484,-118.80414900000,34.14917167000,-118.80403660000
7,101,LA,38.19,LOS ANGELES/VENTURA COUNTY LINE,11700,184000,168000,,,,34.15226743,-118.81486540000,34.15244924000,-118.81456670000
